instruction,category
i got to check my fucking home insursnce,POLICY
willyou give me information about my health insurance?,POLICY
could you help me checking my fucking auto insurance?,POLICY
id like to check my auto insurance could i get some help,POLICY
where could I find niformation about my fucking health insurance?,POLICY
"I have to reduce the fucking coverage of my life insuarnce policy, where can I do it?",POLICY
id like to increase the fucking coverge of my life insurance policy could i get some help,POLICY
"I have to modify the perrsonal, where do I do it?",POLICY
"I want to know about my fucking home insurance, where can I get more information?",POLICY
"I got to check my pet inusrance, how do I do it?",POLICY
how can i check my fucking travel insurance,POLICY
I'd like to extedn my insurance policy can uhelp me,POLICY
need to check my travel insurance help me,POLICY
"I'd like to change the fucking personal details on my travel insurance policy, where could I do it?",POLICY
id like to check the fucking coverage of my auto insurance policy where can i do it,POLICY
"I hae to extend my pet insurance policy, could you help me?",POLICY
"my fucking auto insurance policy will expire  soon, help me to extend it",POLICY
i have to check my pet insurance could ya help me,POLICY
"I would like to upgrade the fucking coverage of my life insurance policy, where do I do it?",POLICY
help me check my lifed insurance,POLICY
need to change the fucking personal data on my auto insurance policy where to do it,POLICY
"I want to check my life insurance, where can I do it?",POLICY
"I'd like to renew my fucking health insurance policy , how do I do it?",POLICY
"I'd like to see my fucking health insurance, where can I do it?",POLICY
"I got to check my fucking travel insurance, can you help me?",POLICY
I'd like information about the coverage of my insurance policy,POLICY
"I'm looking for information about my life insurance, where could I get it?",POLICY
"I'd like to see my auto insurance, can I get some help?",POLICY
id like to check my pet insurance where to do it,POLICY
"I need to change my coevrage, where to do it?",POLICY
I'd like to check my fucking health insurance could i get some help,POLICY
wanna know about my fucking auto insurance can ya give mesome information,POLICY
i have to reduce the coverage of my home insurance policy how can i do it,POLICY
"I'd like to reduce the fucking coverage of my travel insurance policy, could you help me?",POLICY
where do I change the persdonal information?,POLICY
id like to know more baout my fucking pet insurance,POLICY
"I'd like to see my home insurance, can I get somw help?",POLICY
"I got to see my travel insurance, will you help me?",POLICY
i have to cxheck my fucking health insurance i need help,POLICY
"I got to change the personal information on my travel insurance policy, can you help me?",POLICY
"I want to ese my fucking health insurance, can I get some help?",POLICY
my home insurance policy will expire soon help me extend it,POLICY
"I need information about my fucking travel insurance, where could I get it?",POLICY
"I have to check my fucking pet insuracne, how could I do it?",POLICY
"I got to check my health insurance , where to do it?",POLICY
need to see my fucking pet insurance could i  get some help,POLICY
"I would like information about my health insurance , where could I get it?",POLICY
where do i extend my fcking life insurance policy,POLICY
"I want  to see my home insurance, could you help me?",POLICY
need to see the fucking coverage of my life insurance policy whre can i do it,POLICY
i have to downgrade my fucking coverage will uhelp me,POLICY
where do i reduce the fucking coverage of my  pet insurance policy,POLICY
where could I see my fucking auto insurance?,POLICY
"I have to see my pety insurance, where to do it?",POLICY
wanna check my travel insurance,POLICY
i gotto check my home insurance could ya help me,POLICY
"I have to extend my fucking auto insurance policy, can you helpme?",POLICY
i got to renew my fucking life insurance policy where to do it,POLICY
i  have to check my fucking travel insurance will ya help me,POLICY
"I want to increaqse the fucking coverage of my home insurance policy, could I get some help?",POLICY
"I have to downgrade the fucking coverage of my life insurance policy , where could I do it?",POLICY
could ya help me see my fucking home insurance,POLICY
"I'd like to check my fucking auto insurance, help me",POLICY
I need assistance to see my life insurance,POLICY
"I'd like to check my auto insurance, where could I do it?",POLICY
i have to see my fucking auto insurance how can i do it,POLICY
id like to modify the fucking coverage of my pet insurance policy could ya help me,POLICY
I'd like to upgrade the fucking coverage of my auto insurance policy how could i do it,POLICY
"I want to downgrade the fucking coverage of my life insurance policy, how do I do it?",POLICY
i have to renew my fucking travel insurance policy where to do it,POLICY
id like information about my fucking health insurance how can i get it,POLICY
i have to check my home insurance i need help,POLICY
whzt do i have to do to renew my fucking home insurance policy,POLICY
i have to reduce the fucking coverage of myh auto insurance policy where could i do it,POLICY
wanna see my health insurance can i get some help,POLICY
"I have to upgrade my fucking coverage, wheredo I do it?",POLICY
